Categoria,Rating,Promedio descargas
Entretenimiento,2.8,222561.0
Entretenimiento,2.9,218829.0
Entretenimiento,3.0,195047.0
Entretenimiento,3.1,296812.0
Entretenimiento,3.2,215263.0
Entretenimiento,3.3,230029.0
Entretenimiento,3.4,302121.0
Entretenimiento,3.5,335885.0
Entretenimiento,3.6,255201.0
Entretenimiento,3.7,348267.0
Entretenimiento,3.8,368742.0
Entretenimiento,3.9,697510.0
Entretenimiento,4.0,527553.0
Entretenimiento,4.1,414080.0
Entretenimiento,4.2,393199.0
Entretenimiento,4.3,1284838.0
Entretenimiento,4.4,639833.0
Entretenimiento,4.5,428083.0
Entretenimiento,4.6,215347.0
Entretenimiento,4.7,148380.0
Entretenimiento,4.8,41288.0
Entretenimiento,4.9,13453.0
Entretenimiento,5.0,3026.0
Estilo de vida,0.0,1214.0
Estilo de vida,1.0,2279.0
Estilo de vida,1.1,35316.0
Estilo de vida,1.2,15001.0
Estilo de vida,1.3,20800.0
Estilo de vida,1.4,111985.0
Estilo de vida,1.5,54146.0
Estilo de vida,1.6,136743.0
Estilo de vida,1.7,47626.0
Estilo de vida,1.8,92264.0
Estilo de vida,1.9,100537.0
Estilo de vida,2.0,80765.0
Estilo de vida,2.1,36350.0
Estilo de vida,2.2,77551.0
Estilo de vida,2.3,88130.0
Estilo de vida,2.4,59253.0
Estilo de vida,2.5,47528.0
Estilo de vida,2.6,90295.0
Estilo de vida,2.7,180426.0
Estilo de vida,2.8,101086.0
Estilo de vida,2.9,102164.0
Estilo de vida,3.0,57701.0
Estilo de vida,3.1,110957.0
Estilo de vida,3.2,87609.0
Estilo de vida,3.3,391984.0
Estilo de vida,3.4,146872.0
Estilo de vida,3.5,115414.0
Estilo de vida,3.6,173095.0
Estilo de vida,3.7,124855.0
Estilo de vida,3.8,180922.0
Estilo de vida,3.9,275602.0
Estilo de vida,4.0,327110.0
Estilo de vida,4.1,271134.0
Estilo de vida,4.2,151013.0
Estilo de vida,4.3,235856.0
Estilo de vida,4.4,230673.0
Estilo de vida,4.5,396184.0
Estilo de vida,4.6,391159.0
Estilo de vida,4.7,174065.0
Estilo de vida,4.8,71803.0
Estilo de vida,4.9,32368.0
Estilo de vida,5.0,1631.0
Estrategia,0.0,1670.0
Estrategia,1.0,523.0
Estrategia,1.2,3439.0
Estrategia,1.3,163.0
Estrategia,1.4,2608.0
Estrategia,1.5,2930.0
Estrategia,1.6,27061.0
Estrategia,1.7,6188.0
Estrategia,1.8,102945.0
Estrategia,1.9,4890.0
Estrategia,2.0,8952.0
Estrategia,2.1,10721.0
Estrategia,2.2,83209.0
Estrategia,2.3,103692.0
Estrategia,2.4,228791.0
Estrategia,2.5,67667.0
Estrategia,2.6,90038.0
Estrategia,2.7,270350.0
Estrategia,2.8,59578.0
Estrategia,2.9,63110.0
Estrategia,3.0,205785.0
Estrategia,3.1,193071.0
Estrategia,3.2,95381.0
Estrategia,3.3,120121.0
Estrategia,3.4,234689.0
Estrategia,3.5,290259.0
Estrategia,3.6,1270773.0
Estrategia,3.7,253430.0
Estrategia,3.8,551410.0
Estrategia,3.9,614942.0
Estrategia,4.0,1267949.0
Estrategia,4.1,1438512.0
Estrategia,4.2,2802136.0
Estrategia,4.3,3634271.0
Estrategia,4.4,2138699.0
Estrategia,4.5,4744279.0
Estrategia,4.6,1041071.0
Estrategia,4.7,424105.0
Estrategia,4.8,48197.0
Estrategia,4.9,24501.0
Estrategia,5.0,270.0
Eventos,0.0,329.0
Eventos,1.0,578.0
Eventos,1.1,393.0
Eventos,1.2,5544.0
Eventos,1.3,2793.0
Eventos,1.4,6405.0
Eventos,1.5,1426.0
Eventos,1.6,2455.0
Eventos,1.7,2980.0
Eventos,1.8,7175.0
Eventos,1.9,81051.0
Eventos,2.0,8847.0
Eventos,2.1,10008.0
Eventos,2.2,14603.0
Eventos,2.3,158325.0
Eventos,2.4,53163.0
Eventos,2.5,15182.0
Eventos,2.6,41539.0
Eventos,2.7,31206.0
Eventos,2.8,133571.0
Eventos,2.9,62198.0
Eventos,3.0,10728.0
Eventos,3.1,7819.0
Eventos,3.2,81992.0
Eventos,3.3,12989.0
Eventos,3.4,30808.0
Eventos,3.5,56784.0
Eventos,3.6,55021.0
Eventos,3.7,232450.0
Eventos,3.8,64974.0
Eventos,3.9,23071.0
Eventos,4.0,53434.0
Eventos,4.1,78100.0
Eventos,4.2,84004.0
Eventos,4.3,40254.0
Eventos,4.4,30926.0
Eventos,4.5,21483.0
Eventos,4.6,68095.0
Eventos,4.7,47302.0
Eventos,4.8,8036.0
Eventos,4.9,1703.0
Eventos,5.0,820.0
Finanzas,0.0,1584.0
Finanzas,1.0,2093.0
Finanzas,1.1,3831.0
Finanzas,1.2,27300.0
Finanzas,1.3,31414.0
Finanzas,1.4,41626.0
Finanzas,1.5,69549.0
Finanzas,1.6,115939.0
Finanzas,1.7,90951.0
Finanzas,1.8,142131.0
Finanzas,1.9,113382.0
Finanzas,2.0,87234.0
Finanzas,2.1,137478.0
Finanzas,2.2,117028.0
Finanzas,2.3,210382.0
Finanzas,2.4,109021.0
Finanzas,2.5,133825.0
Finanzas,2.6,93557.0
Finanzas,2.7,241977.0
Finanzas,2.8,127104.0
Finanzas,2.9,191656.0
Finanzas,3.0,157125.0
Finanzas,3.1,201798.0
Finanzas,3.2,149160.0
Finanzas,3.3,137887.0
Finanzas,3.4,136358.0
Finanzas,3.5,225992.0
Finanzas,3.6,270677.0
Finanzas,3.7,215214.0
Finanzas,3.8,716275.0
Finanzas,3.9,277675.0
Finanzas,4.0,301624.0
Finanzas,4.1,432241.0
Finanzas,4.2,457249.0
Finanzas,4.3,381457.0
Finanzas,4.4,388855.0
Finanzas,4.5,522307.0
Finanzas,4.6,313824.0
Finanzas,4.7,285586.0
Finanzas,4.8,126065.0
Finanzas,4.9,25258.0
Finanzas,5.0,1308.0
Fotografia,0.0,2581.0
Fotografia,1.0,19513.0
Fotografia,1.1,75650.0
Fotografia,1.2,12243.0
Fotografia,1.3,31834.0
Fotografia,1.4,99157.0
Fotografia,1.5,49135.0
Fotografia,1.6,33469.0
Fotografia,1.7,210509.0
Fotografia,1.8,107395.0
Fotografia,1.9,117794.0
Fotografia,2.0,161209.0
Fotografia,2.1,204137.0
Fotografia,2.2,198424.0
Fotografia,2.3,241675.0
Fotografia,2.4,109146.0
Fotografia,2.5,148386.0
Fotografia,2.6,179617.0
Fotografia,2.7,265352.0
Fotografia,2.8,323866.0
Fotografia,2.9,312552.0
Fotografia,3.0,169783.0
Fotografia,3.1,269642.0
Fotografia,3.2,191074.0
Fotografia,3.3,267491.0
Fotografia,3.4,336059.0
Fotografia,3.5,759616.0
Fotografia,3.6,578593.0
Fotografia,3.7,665106.0
Fotografia,3.8,450419.0
Fotografia,3.9,703718.0
Fotografia,4.0,664748.0
Fotografia,4.1,858595.0
Fotografia,4.2,1669252.0
Fotografia,4.3,2307323.0
Fotografia,4.4,2252627.0
Fotografia,4.5,9772974.0
Fotografia,4.6,2047958.0
Fotografia,4.7,1055301.0
Fotografia,4.8,1582369.0
Fotografia,4.9,449062.0
Fotografia,5.0,49553.0
Herramientas,0.0,1187.0
Herramientas,1.0,3278.0
Herramientas,1.1,2791656.0
Herramientas,1.2,15470.0
Herramientas,1.3,28911.0
Herramientas,1.4,138488.0
Herramientas,1.5,21151.0
Herramientas,1.6,109982.0
Herramientas,1.7,40922.0
Herramientas,1.8,386316.0
Herramientas,1.9,377718.0
Herramientas,2.0,248848.0
Herramientas,2.1,48436.0
Herramientas,2.2,66847.0
Herramientas,2.3,209678.0
Herramientas,2.4,87190.0
Herramientas,2.5,95584.0
Herramientas,2.6,172852.0
Herramientas,2.7,89131.0
Herramientas,2.8,204511.0
Herramientas,2.9,157389.0
Herramientas,3.0,245357.0
Herramientas,3.1,251737.0
Herramientas,3.2,181336.0
Herramientas,3.3,210911.0
Herramientas,3.4,226973.0
Herramientas,3.5,250848.0
Herramientas,3.6,261512.0
Herramientas,3.7,318936.0
Herramientas,3.8,494980.0
Herramientas,3.9,601848.0
Herramientas,4.0,1846698.0
Herramientas,4.1,3010026.0
Herramientas,4.2,6345094.0
Herramientas,4.3,2050299.0
Herramientas,4.4,1254660.0
Herramientas,4.5,3424046.0
Herramientas,4.6,1495146.0
Herramientas,4.7,1117216.0
Herramientas,4.8,226186.0
Herramientas,4.9,20832.0
Herramientas,5.0,1415.0
Juegos de Rol,0.0,9782.0
Juegos de Rol,1.0,261.0
Juegos de Rol,1.1,694.0
Juegos de Rol,1.3,8574.0
Juegos de Rol,1.4,1688.0
Juegos de Rol,1.5,92722.0
Juegos de Rol,1.6,9636.0
Juegos de Rol,1.7,7289.0
Juegos de Rol,1.8,2187.0
Juegos de Rol,1.9,427654.0
Juegos de Rol,2.0,8617.0
Juegos de Rol,2.1,409629.0
Juegos de Rol,2.2,95810.0
Juegos de Rol,2.3,149800.0
Juegos de Rol,2.4,39790.0
Juegos de Rol,2.5,67424.0
Juegos de Rol,2.6,295232.0
Juegos de Rol,2.7,148930.0
Juegos de Rol,2.8,78552.0
Juegos de Rol,2.9,120656.0
Juegos de Rol,3.0,124469.0
Juegos de Rol,3.1,104232.0
Juegos de Rol,3.2,188184.0
Juegos de Rol,3.3,249483.0
Juegos de Rol,3.4,369583.0
Juegos de Rol,3.5,351420.0
Juegos de Rol,3.6,433432.0
Juegos de Rol,3.7,564281.0
Juegos de Rol,3.8,881166.0
Juegos de Rol,3.9,1270606.0
Juegos de Rol,4.0,1549233.0
Juegos de Rol,4.1,1665183.0
Juegos de Rol,4.2,2419431.0
Juegos de Rol,4.3,1575845.0
Juegos de Rol,4.4,1087196.0
Juegos de Rol,4.5,1173648.0
Juegos de Rol,4.6,771183.0
Juegos de Rol,4.7,639311.0
Juegos de Rol,4.8,490099.0
Juegos de Rol,4.9,210298.0
Juegos de Rol,5.0,16070.0
Librerias y Demo,0.0,857.0
Librerias y Demo,1.0,2058.0
Librerias y Demo,1.1,36794.0
Librerias y Demo,1.4,11343.0
Librerias y Demo,1.5,17022.0
Librerias y Demo,1.6,14723.0
Librerias y Demo,1.7,219523.0
Librerias y Demo,1.8,21442.0
Librerias y Demo,1.9,29391.0
Librerias y Demo,2.0,24930.0
Librerias y Demo,2.1,14948.0
Librerias y Demo,2.2,55076.0
Librerias y Demo,2.3,54941.0
Librerias y Demo,2.4,27092.0
Librerias y Demo,2.5,20308.0
Librerias y Demo,2.6,6002.0
Librerias y Demo,2.7,283905.0
Librerias y Demo,2.8,18646.0
Librerias y Demo,2.9,89405.0
Librerias y Demo,3.0,47092.0
Librerias y Demo,3.1,24120.0
Librerias y Demo,3.2,29559.0
Librerias y Demo,3.3,298730.0
Librerias y Demo,3.4,41669.0
Librerias y Demo,3.5,176638.0
Librerias y Demo,3.6,175826.0
Librerias y Demo,3.7,554649.0
Librerias y Demo,3.8,147252.0
Librerias y Demo,3.9,243184.0
Librerias y Demo,4.0,584776.0
Librerias y Demo,4.1,231827.0
Librerias y Demo,4.2,111020.0
Librerias y Demo,4.3,1004803.0
Librerias y Demo,4.4,407623.0
Librerias y Demo,4.5,169054.0
Librerias y Demo,4.6,93066.0
Librerias y Demo,4.7,74083.0
Librerias y Demo,4.8,19651.0
Librerias y Demo,4.9,36194.0
Librerias y Demo,5.0,21266.0
Libros y Referencias,0.0,1358.0
Libros y Referencias,1.0,1448.0
Libros y Referencias,1.1,1776.0
Libros y Referencias,1.2,8972.0
Libros y Referencias,1.3,16244.0
Libros y Referencias,1.4,15038.0
Libros y Referencias,1.5,29094.0
Libros y Referencias,1.6,12642.0
Libros y Referencias,1.7,27562.0
Libros y Referencias,1.8,44650.0
Libros y Referencias,1.9,53785.0
Libros y Referencias,2.0,32415.0
Libros y Referencias,2.1,17990.0
Libros y Referencias,2.2,37314.0
Libros y Referencias,2.3,32521.0
Libros y Referencias,2.4,33254.0
Libros y Referencias,2.5,46701.0
Libros y Referencias,2.6,43518.0
Libros y Referencias,2.7,39357.0
Libros y Referencias,2.8,45763.0
Libros y Referencias,2.9,61330.0
Libros y Referencias,3.0,47354.0
Libros y Referencias,3.1,39540.0
Libros y Referencias,3.2,61281.0
Libros y Referencias,3.3,65487.0
Libros y Referencias,3.4,54485.0
Libros y Referencias,3.5,49525.0
Libros y Referencias,3.6,73536.0
Libros y Referencias,3.7,54080.0
Libros y Referencias,3.8,101147.0
Libros y Referencias,3.9,102148.0
Libros y Referencias,4.0,79172.0
Libros y Referencias,4.1,1105808.0
Libros y Referencias,4.2,97068.0
Libros y Referencias,4.3,128089.0
Libros y Referencias,4.4,122224.0
Libros y Referencias,4.5,151694.0
Libros y Referencias,4.6,104453.0
Libros y Referencias,4.7,164700.0
Libros y Referencias,4.8,97847.0
Libros y Referencias,4.9,128462.0
Libros y Referencias,5.0,3361.0
Mapas y navegacion,0.0,1332.0
Mapas y navegacion,1.0,663.0
Mapas y navegacion,1.1,11198.0
Mapas y navegacion,1.2,8959.0
Mapas y navegacion,1.3,30623.0
Mapas y navegacion,1.4,13377.0
Mapas y navegacion,1.5,25463.0
Mapas y navegacion,1.6,38067.0
Mapas y navegacion,1.7,25517.0
Mapas y navegacion,1.8,37752.0
Mapas y navegacion,1.9,55457.0
Mapas y navegacion,2.0,38142.0
Mapas y navegacion,2.1,42526.0
Mapas y navegacion,2.2,67198.0
Mapas y navegacion,2.3,60983.0
Mapas y navegacion,2.4,111998.0
Mapas y navegacion,2.5,63793.0
Mapas y navegacion,2.6,77604.0
Mapas y navegacion,2.7,77379.0
Mapas y navegacion,2.8,99189.0
Mapas y navegacion,2.9,150206.0
Mapas y navegacion,3.0,57686.0
Mapas y navegacion,3.1,145257.0
Mapas y navegacion,3.2,73703.0
Mapas y navegacion,3.3,139469.0
Mapas y navegacion,3.4,126343.0
Mapas y navegacion,3.5,74848.0
Mapas y navegacion,3.6,344833.0
Mapas y navegacion,3.7,118344.0
Mapas y navegacion,3.8,184322.0
Mapas y navegacion,3.9,272738.0
Mapas y navegacion,4.0,410640.0
Mapas y navegacion,4.1,856685.0
Mapas y navegacion,4.2,280193.0
Mapas y navegacion,4.3,250052.0
Mapas y navegacion,4.4,1178314.0
Mapas y navegacion,4.5,644928.0
Mapas y navegacion,4.6,350617.0
Mapas y navegacion,4.7,368010.0
Mapas y navegacion,4.8,87618.0
Mapas y navegacion,4.9,275140.0
Mapas y navegacion,5.0,1481.0
Medico,0.0,583.0
Medico,1.0,1122.0
Medico,1.1,37456.0
Medico,1.2,5995.0
Medico,1.3,46536.0
Medico,1.4,47763.0
Medico,1.5,114196.0
Medico,1.6,38332.0
Medico,1.7,64062.0
Medico,1.8,37181.0
Medico,1.9,21135.0
Medico,2.0,12665.0
Medico,2.1,22344.0
Medico,2.2,248391.0
Medico,2.3,20294.0
Medico,2.4,27069.0
Medico,2.5,22870.0
Medico,2.6,65292.0
Medico,2.7,55446.0
Medico,2.8,29017.0
Medico,2.9,78710.0
Medico,3.0,26128.0
Medico,3.1,65612.0
Medico,3.2,103474.0
Medico,3.3,60372.0
Medico,3.4,47504.0
Medico,3.5,113250.0
Medico,3.6,42096.0
Medico,3.7,60087.0
Medico,3.8,46179.0
Medico,3.9,80244.0
Medico,4.0,52527.0
Medico,4.1,97367.0
Medico,4.2,126870.0
Medico,4.3,110663.0
Medico,4.4,83796.0
Medico,4.5,131556.0
Medico,4.6,92529.0
Medico,4.7,116064.0
Medico,4.8,72962.0
Medico,4.9,59083.0
Medico,5.0,1095.0
Musica,0.0,1163.0
Musica,1.5,17004.0
Musica,1.6,143919.0
Musica,1.7,8798.0
Musica,1.8,3582.0
Musica,1.9,5576.0
Musica,2.0,10528.0
Musica,2.1,41460.0
Musica,2.2,34086.0
Musica,2.3,29872.0
Musica,2.4,24093.0
Musica,2.5,21187.0
Musica,2.6,9705.0
Musica,2.7,74730.0
Musica,2.8,29733.0
Musica,2.9,34351.0
Musica,3.0,54477.0
Musica,3.1,337341.0
Musica,3.2,183008.0
Musica,3.3,249828.0
Musica,3.4,319924.0
Musica,3.5,415396.0
Musica,3.6,402545.0
Musica,3.7,1218055.0
Musica,3.8,357629.0
Musica,3.9,619865.0
Musica,4.0,1397892.0
Musica,4.1,4223555.0
Musica,4.2,1248736.0
Musica,4.3,2940965.0
Musica,4.4,2313592.0
Musica,4.5,831933.0
Musica,4.6,1211527.0
Musica,4.7,162789.0
Musica,4.8,55001.0
Musica,4.9,125077.0
Musica,5.0,357.0
Negocios,0.0,385.0
Negocios,1.0,1077.0
Negocios,1.1,5689.0
Negocios,1.2,35219.0
Negocios,1.3,25640.0
Negocios,1.4,12890.0
Negocios,1.5,33642.0
Negocios,1.6,34772.0
Negocios,1.7,32450.0
Negocios,1.8,22997.0
Negocios,1.9,31036.0
Negocios,2.0,23603.0
Negocios,2.1,24307.0
Negocios,2.2,37143.0
Negocios,2.3,47830.0
Negocios,2.4,52301.0
Negocios,2.5,48022.0
Negocios,2.6,56587.0
Negocios,2.7,44874.0
Negocios,2.8,56492.0
Negocios,2.9,45027.0
Negocios,3.0,32238.0
Negocios,3.1,95885.0
Negocios,3.2,39153.0
Negocios,3.3,71414.0
Negocios,3.4,115153.0
Negocios,3.5,63057.0
Negocios,3.6,62410.0
Negocios,3.7,282997.0
Negocios,3.8,68621.0
Negocios,3.9,393593.0
Negocios,4.0,113108.0
Negocios,4.1,284116.0
Negocios,4.2,720378.0
Negocios,4.3,156367.0
Negocios,4.4,508051.0
Negocios,4.5,112990.0
Negocios,4.6,171387.0
Negocios,4.7,163105.0
Negocios,4.8,39290.0
Negocios,4.9,4404.0
Negocios,5.0,560.0
Noticias  y  Revistas,0.0,1165.0
Noticias  y  Revistas,1.0,1263.0
Noticias  y  Revistas,1.1,323126.0
Noticias  y  Revistas,1.2,6666.0
Noticias  y  Revistas,1.3,30839.0
Noticias  y  Revistas,1.4,47808.0
Noticias  y  Revistas,1.5,29662.0
Noticias  y  Revistas,1.6,33115.0
Noticias  y  Revistas,1.7,25771.0
Noticias  y  Revistas,1.8,29241.0
Noticias  y  Revistas,1.9,188895.0
Noticias  y  Revistas,2.0,38798.0
Noticias  y  Revistas,2.1,33550.0
Noticias  y  Revistas,2.2,35082.0
Noticias  y  Revistas,2.3,43875.0
Noticias  y  Revistas,2.4,81877.0
Noticias  y  Revistas,2.5,190388.0
Noticias  y  Revistas,2.6,116932.0
Noticias  y  Revistas,2.7,103613.0
Noticias  y  Revistas,2.8,99322.0
Noticias  y  Revistas,2.9,107460.0
Noticias  y  Revistas,3.0,201707.0
Noticias  y  Revistas,3.1,47609.0
Noticias  y  Revistas,3.2,87850.0
Noticias  y  Revistas,3.3,119734.0
Noticias  y  Revistas,3.4,96894.0
Noticias  y  Revistas,3.5,135309.0
Noticias  y  Revistas,3.6,112530.0
Noticias  y  Revistas,3.7,414991.0
Noticias  y  Revistas,3.8,144257.0
Noticias  y  Revistas,3.9,1511522.0
Noticias  y  Revistas,4.0,146479.0
Noticias  y  Revistas,4.1,2980182.0
Noticias  y  Revistas,4.2,331233.0
Noticias  y  Revistas,4.3,235772.0
Noticias  y  Revistas,4.4,136776.0
Noticias  y  Revistas,4.5,218093.0
Noticias  y  Revistas,4.6,72919.0
Noticias  y  Revistas,4.7,57317.0
Noticias  y  Revistas,4.8,24427.0
Noticias  y  Revistas,4.9,4617.0
Noticias  y  Revistas,5.0,670.0
Paternidad,0.0,2964.0
Paternidad,1.0,569.0
Paternidad,1.1,6204.0
Paternidad,1.2,5932.0
Paternidad,1.3,4859.0
Paternidad,1.4,13558.0
Paternidad,1.5,6481.0
Paternidad,1.6,80583.0
Paternidad,1.7,20152.0
Paternidad,1.8,11541.0
Paternidad,1.9,26572.0
Paternidad,2.0,17535.0
Paternidad,2.1,7506.0
Paternidad,2.2,21015.0
Paternidad,2.3,65352.0
Paternidad,2.4,6134.0
Paternidad,2.5,82330.0
Paternidad,2.6,11281.0
Paternidad,2.7,30767.0
Paternidad,2.8,144960.0
Paternidad,2.9,24879.0
Paternidad,3.0,57395.0
Paternidad,3.1,30570.0
Paternidad,3.2,63811.0
Paternidad,3.3,72368.0
Paternidad,3.4,80485.0
Paternidad,3.5,106565.0
Paternidad,3.6,97391.0
Paternidad,3.7,81669.0
Paternidad,3.8,181580.0
Paternidad,3.9,134896.0
Paternidad,4.0,161403.0
Paternidad,4.1,484908.0
Paternidad,4.2,404542.0
Paternidad,4.3,139882.0
Paternidad,4.4,178384.0
Paternidad,4.5,360963.0
Paternidad,4.6,261332.0
Paternidad,4.7,331525.0
Paternidad,4.8,727925.0
Paternidad,4.9,105009.0
Paternidad,5.0,3034.0
Personalization,0.0,1636.0
Personalization,1.0,1393.0
Personalization,1.1,11074.0
Personalization,1.2,3910.0
Personalization,1.3,17677.0
Personalization,1.4,16862.0
Personalization,1.5,3423.0
Personalization,1.6,42666.0
Personalization,1.7,23901.0
Personalization,1.8,30717.0
Personalization,1.9,57200.0
Personalization,2.0,14310.0
Personalization,2.1,46805.0
Personalization,2.2,21762.0
Personalization,2.3,44719.0
Personalization,2.4,38024.0
Personalization,2.5,92021.0
Personalization,2.6,35325.0
Personalization,2.7,53123.0
Personalization,2.8,83725.0
Personalization,2.9,109956.0
Personalization,3.0,263404.0
Personalization,3.1,102724.0
Personalization,3.2,101278.0
Personalization,3.3,190329.0
Personalization,3.4,93163.0
Personalization,3.5,102757.0
Personalization,3.6,198205.0
Personalization,3.7,604364.0
Personalization,3.8,186468.0
Personalization,3.9,233054.0
Personalization,4.0,864144.0
Personalization,4.1,443360.0
Personalization,4.2,343424.0
Personalization,4.3,298141.0
Personalization,4.4,369355.0
Personalization,4.5,401363.0
Personalization,4.6,244104.0
Personalization,4.7,178132.0
Personalization,4.8,52491.0
Personalization,4.9,14913.0
Personalization,5.0,2362.0
Productividad,0.0,599.0
Productividad,1.0,4760.0
Productividad,1.1,23942.0
Productividad,1.2,13688.0
Productividad,1.3,41728.0
Productividad,1.4,37596.0
Productividad,1.5,30266.0
Productividad,1.6,156634.0
Productividad,1.7,20101.0
Productividad,1.8,56492.0
Productividad,1.9,56068.0
Productividad,2.0,30278.0
Productividad,2.1,65642.0
Productividad,2.2,52801.0
Productividad,2.3,52834.0
Productividad,2.4,136334.0
Productividad,2.5,94775.0
Productividad,2.6,45101.0
Productividad,2.7,123799.0
Productividad,2.8,115215.0
Productividad,2.9,177518.0
Productividad,3.0,83748.0
Productividad,3.1,136693.0
Productividad,3.2,111092.0
Productividad,3.3,129965.0
Productividad,3.4,229250.0
Productividad,3.5,190589.0
Productividad,3.6,279211.0
Productividad,3.7,173512.0
Productividad,3.8,325801.0
Productividad,3.9,468791.0
Productividad,4.0,1060850.0
Productividad,4.1,1755324.0
Productividad,4.2,1573635.0
Productividad,4.3,8031863.0
Productividad,4.4,2074200.0
Productividad,4.5,1399169.0
Productividad,4.6,1188727.0
Productividad,4.7,1134825.0
Productividad,4.8,235049.0
Productividad,4.9,9597.0
Productividad,5.0,791.0
Puzzle,0.0,693.0
Puzzle,1.0,1195.0
Puzzle,1.1,584.0
Puzzle,1.2,2025.0
Puzzle,1.3,2140.0
Puzzle,1.4,4042.0
Puzzle,1.5,2887200.0
Puzzle,1.6,28771.0
Puzzle,1.7,5096.0
Puzzle,1.8,13113.0
Puzzle,1.9,94020.0
Puzzle,2.0,34587.0
Puzzle,2.1,15748.0
Puzzle,2.2,66040.0
Puzzle,2.3,51686.0
Puzzle,2.4,20918.0
Puzzle,2.5,152993.0
Puzzle,2.6,138134.0
Puzzle,2.7,49725.0
Puzzle,2.8,47485.0
Puzzle,2.9,84556.0
Puzzle,3.0,59485.0
Puzzle,3.1,125345.0
Puzzle,3.2,160044.0
Puzzle,3.3,155116.0
Puzzle,3.4,122275.0
Puzzle,3.5,170815.0
Puzzle,3.6,440754.0
Puzzle,3.7,353233.0
Puzzle,3.8,415395.0
Puzzle,3.9,665405.0
Puzzle,4.0,597593.0
Puzzle,4.1,1029328.0
Puzzle,4.2,1003687.0
Puzzle,4.3,936292.0
Puzzle,4.4,1189143.0
Puzzle,4.5,1082201.0
Puzzle,4.6,706079.0
Puzzle,4.7,319434.0
Puzzle,4.8,81332.0
Puzzle,4.9,15399.0
Puzzle,5.0,905.0
Salud y Fisico,0.0,570.0
Salud y Fisico,1.0,2063.0
Salud y Fisico,1.1,16898.0
Salud y Fisico,1.2,12909.0
Salud y Fisico,1.3,25623.0
Salud y Fisico,1.4,32797.0
Salud y Fisico,1.5,48973.0
Salud y Fisico,1.6,27583.0
Salud y Fisico,1.7,102989.0
Salud y Fisico,1.8,31454.0
Salud y Fisico,1.9,25824.0
Salud y Fisico,2.0,24986.0
Salud y Fisico,2.1,25915.0
Salud y Fisico,2.2,40311.0
Salud y Fisico,2.3,68231.0
Salud y Fisico,2.4,46465.0
Salud y Fisico,2.5,43825.0
Salud y Fisico,2.6,49231.0
Salud y Fisico,2.7,52658.0
Salud y Fisico,2.8,65853.0
Salud y Fisico,2.9,45383.0
Salud y Fisico,3.0,90147.0
Salud y Fisico,3.1,73366.0
Salud y Fisico,3.2,46009.0
Salud y Fisico,3.3,73569.0
Salud y Fisico,3.4,121638.0
Salud y Fisico,3.5,108273.0
Salud y Fisico,3.6,1679694.0
Salud y Fisico,3.7,65579.0
Salud y Fisico,3.8,237753.0
Salud y Fisico,3.9,289008.0
Salud y Fisico,4.0,76667.0
Salud y Fisico,4.1,128073.0
Salud y Fisico,4.2,322608.0
Salud y Fisico,4.3,200455.0
Salud y Fisico,4.4,308547.0
Salud y Fisico,4.5,313220.0
Salud y Fisico,4.6,317335.0
Salud y Fisico,4.7,323346.0
Salud y Fisico,4.8,458158.0
Salud y Fisico,4.9,480651.0
Salud y Fisico,5.0,1099.0
Shopping,0.0,856.0
Shopping,1.0,11499.0
Shopping,1.1,14724.0
Shopping,1.2,27811.0
Shopping,1.3,44150.0
Shopping,1.4,224867.0
Shopping,1.5,74504.0
Shopping,1.6,65994.0
Shopping,1.7,33754.0
Shopping,1.8,31978.0
Shopping,1.9,122909.0
Shopping,2.0,80358.0
Shopping,2.1,100869.0
Shopping,2.2,106160.0
Shopping,2.3,103403.0
Shopping,2.4,65555.0
Shopping,2.5,148433.0
Shopping,2.6,86674.0
Shopping,2.7,148102.0
Shopping,2.8,88688.0
Shopping,2.9,160479.0
Shopping,3.0,120487.0
Shopping,3.1,175816.0
Shopping,3.2,110474.0
Shopping,3.3,350996.0
Shopping,3.4,167229.0
Shopping,3.5,238421.0
Shopping,3.6,306675.0
Shopping,3.7,417781.0
Shopping,3.8,182731.0
Shopping,3.9,199451.0
Shopping,4.0,466275.0
Shopping,4.1,471892.0
Shopping,4.2,493149.0
Shopping,4.3,725553.0
Shopping,4.4,948737.0
Shopping,4.5,679836.0
Shopping,4.6,1367692.0
Shopping,4.7,904632.0
Shopping,4.8,245233.0
Shopping,4.9,23794.0
Shopping,5.0,649.0
Simulation,0.0,4616.0
Simulation,1.0,2459.0
Simulation,1.1,4921.0
Simulation,1.2,9503.0
Simulation,1.3,22410.0
Simulation,1.4,11062.0
Simulation,1.5,8690.0
Simulation,1.6,42313.0
Simulation,1.7,87477.0
Simulation,1.8,20786.0
Simulation,1.9,219602.0
Simulation,2.0,70513.0
Simulation,2.1,212370.0
Simulation,2.2,179016.0
Simulation,2.3,151338.0
Simulation,2.4,169022.0
Simulation,2.5,154058.0
Simulation,2.6,175331.0
Simulation,2.7,232784.0
Simulation,2.8,178144.0
Simulation,2.9,248667.0
Simulation,3.0,359345.0
Simulation,3.1,249089.0
Simulation,3.2,260821.0
Simulation,3.3,276489.0
Simulation,3.4,570157.0
Simulation,3.5,415157.0
Simulation,3.6,598074.0
Simulation,3.7,741955.0
Simulation,3.8,755061.0
Simulation,3.9,1184865.0
Simulation,4.0,1566221.0
